Source,Target,Type,id,label,timeset,weight,sourcename,targetname,edgebetweenness
152,1105,Undirected,1115,5-hydroxytryptamine receptor 2A***5-hydroxytryptamine receptor 7***Dopamine D2 receptor***Alpha-2C adrenergic receptor***Histamine H1 receptor***Dopamine D1 receptor***Dopamine D3 receptor***5-hydroxytryptamine receptor 6***Dopamine D4 receptor***Alpha-1A adrenergic receptor***,,10.0,Ziprasidone,Iloperidone,4.2970323620249764E-4
152,1106,Undirected,1116,5-hydroxytryptamine receptor 1A***,,1.0,Ziprasidone,Lofexidine,0.004266818853229488
152,1119,Undirected,1117,5-hydroxytryptamine receptor 1A***Alpha-2B adrenergic receptor***,,2.0,Ziprasidone,Rotigotine,0.0014771048744460858
152,1140,Undirected,1118,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 2A***Histamine H1 receptor***,,3.0,Ziprasidone,Cariprazine,0.001037330468645092
152,1143,Undirected,1119,5-hydroxytryptamine receptor 2A***Dopamine D2 receptor***5-hydroxytryptamine receptor 2C***5-hydroxytryptamine receptor 6***,,4.0,Ziprasidone,Sertindole,0.001326037330468645
152,1146,Undirected,1120,5-hydroxytryptamine receptor 2A***Alpha-2B adrenergic receptor***5-hydroxytryptamine receptor 7***Dopamine D2 receptor***5-hydroxytryptamine receptor 2C***Alpha-2C adrenergic receptor***Histamine H1 receptor***Alpha-2A adrenergic receptor***,,8.0,Ziprasidone,Mianserin,0.0012555391432791728
152,1151,Undirected,1121,Muscarinic acetylcholine receptor M1***5-hydroxytryptamine receptor 2A***Alpha-2B adrenergic receptor***5-hydroxytryptamine receptor 1D***Alpha-1B adrenergic receptor***5-hydroxytryptamine receptor 1B***5-hydroxytryptamine receptor 2C***Muscarinic acetylcholine receptor M2***Alpha-2C adrenergic receptor***Muscarinic acetylcholine receptor M3***Histamine H1 receptor***Alpha-2A adrenergic receptor***Alpha-1A adrenergic receptor***,,13.0,Ziprasidone,Pizotifen,2.853498052907211E-4
152,1165,Undirected,1122,Alpha-1B adrenergic receptor***Alpha-1A adrenergic receptor***,,2.0,Ziprasidone,Silodosin,0.001544246005102726
152,1171,Undirected,1123,5-hydroxytryptamine receptor 2A***Alpha-2B adrenergic receptor***5-hydroxytryptamine receptor 7***Dopamine D2 receptor***5-hydroxytryptamine receptor 1B***5-hydroxytryptamine receptor 2C***5-hydroxytryptamine receptor 5A***Alpha-2C adrenergic receptor***Histamine H1 receptor***Dopamine D1 receptor***Dopamine D3 receptor***5-hydroxytryptamine receptor 6***Alpha-2A adrenergic receptor***Dopamine D4 receptor***Alpha-1A adrenergic receptor***,,15.0,Ziprasidone,Asenapine,7.284812676245468E-4
152,1187,Undirected,1124,5-hydroxytryptamine receptor 2A***5-hydroxytryptamine receptor 7***Dopamine D2 receptor***Dopamine D3 receptor***,,4.0,Ziprasidone,Amisulpride,0.001057472807842084
152,1207,Undirected,1125,5-hydroxytryptamine receptor 2C***,,1.0,Ziprasidone,Agomelatine,0.003827044447428495
152,1225,Undirected,1126,5-hydroxytryptamine receptor 1A***,,1.0,Ziprasidone,Vilazodone,0.001839666979991943
152,1229,Undirected,1127,Histamine H1 receptor***,,1.0,Ziprasidone,Mepyramine,0.001282395595541829
152,1237,Undirected,1128,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Muscarinic acetylcholine receptor M4***Muscarinic acetylcholine receptor M5***,,5.0,Ziprasidone,Fesoterodine,0.0018530952061232711
152,1261,Undirected,1129,Histamine H1 receptor***,,1.0,Ziprasidone,Alcaftadine,0.001282395595541829
152,1275,Undirected,1130,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Muscarinic acetylcholine receptor M4***,,4.0,Ziprasidone,Hexocyclium,0.0018530952061232711
152,1298,Undirected,1131,Histamine H1 receptor***,,1.0,Ziprasidone,Antazoline,0.001282395595541829
152,1299,Undirected,1132,Muscarinic acetylcholine receptor M2***Histamine H1 receptor***,,2.0,Ziprasidone,Dimetindene,9.634752249227877E-4
152,1302,Undirected,1133,5-hydroxytryptamine receptor 2A***5-hydroxytryptamine receptor 7***Dopamine D2 receptor***Alpha-2C adrenergic receptor***,,4.0,Ziprasidone,Lurasidone,8.862629246676514E-4
152,1340,Undirected,1134,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Muscarinic acetylcholine receptor M4***Muscarinic acetylcholine receptor M5***,,5.0,Ziprasidone,Aclidinium,0.0018530952061232711
152,1361,Undirected,1135,Histamine H1 receptor***,,1.0,Ziprasidone,Chlorcyclizine,0.001282395595541829
152,1369,Undirected,1136,Alpha-1A adrenergic receptor***,,1.0,Ziprasidone,Indoramin,0.0015811736269638781
152,1381,Undirected,1137,5-hydroxytryptamine receptor 2A***Histamine H1 receptor***,,2.0,Ziprasidone,Butriptyline,0.0012152544648851888
152,1410,Undirected,1138,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 7***,,2.0,Ziprasidone,Vortioxetine,0.001829595810393447
152,1418,Undirected,1139,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Muscarinic acetylcholine receptor M4***Muscarinic acetylcholine receptor M5***,,5.0,Ziprasidone,Umeclidinium,0.0018530952061232711
152,1427,Undirected,1140,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Muscarinic acetylcholine receptor M4***,,4.0,Ziprasidone,Trimebutine,0.0029072109574325234
152,1452,Undirected,1141,5-hydroxytryptamine receptor 1A***5-hydroxytryptamine receptor 2A***Alpha-1B adrenergic receptor***Alpha-2C adrenergic receptor***,,4.0,Ziprasidone,Brexpiprazole,0.001074258090506244
152,1477,Undirected,1142,Muscarinic acetylcholine receptor M1***5-hydroxytryptamine receptor 2A***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Histamine H1 receptor***Muscarinic acetylcholine receptor M4***Muscarinic acetylcholine receptor M5***,,7.0,Ziprasidone,Dosulepin,9.433328857257956E-4
152,1489,Undirected,1143,5-hydroxytryptamine receptor 2A***5-hydroxytryptamine receptor 7***Dopamine D2 receptor***5-hydroxytryptamine receptor 6***,,4.0,Ziprasidone,Zotepine,0.001302537934738821
152,1515,Undirected,1144,Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***,,2.0,Ziprasidone,Butylscopolamine,0.0019907345239693836
152,1554,Undirected,1145,Histamine H1 receptor***,,1.0,Ziprasidone,Acrivastine,0.001282395595541829
152,1584,Undirected,1146,Muscarinic acetylcholine receptor M1***,,1.0,Ziprasidone,Pyrantel,0.0019303075063784073
152,1585,Undirected,1147,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Muscarinic acetylcholine receptor M4***Muscarinic acetylcholine receptor M5***,,5.0,Ziprasidone,Homatropine,0.0018530952061232711
152,1591,Undirected,1148,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Histamine H1 receptor***Muscarinic acetylcholine receptor M4***Muscarinic acetylcholine receptor M5***,,6.0,Ziprasidone,Thonzylamine,8.560494158721633E-4
152,1609,Undirected,1149,Histamine H1 receptor***,,1.0,Ziprasidone,Bilastine,0.001282395595541829
152,1618,Undirected,1150,Histamine H1 receptor***,,1.0,Ziprasidone,Rupatadine,0.001282395595541829
152,1685,Undirected,1151,Muscarinic acetylcholine receptor M1***Muscarinic acetylcholine receptor M2***Muscarinic acetylcholine receptor M3***Muscarinic acetylcholine receptor M4***Alpha-1A adrenergic receptor***,,5.0,Ziprasidone,Propiverine,0.002363367799113737
152,1800,Undirected,1152,Muscarinic acetylcholine receptor M3***,,1.0,Ziprasidone,Diphemanil,0.002047804485027528
143,151,Undirected,701,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Benzatropine,0.0014569625352490935
143,182,Undirected,702,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Venlafaxine,4.397744058009937E-4
143,184,Undirected,703,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Atomoxetine,4.532026319323217E-4
143,228,Undirected,704,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Protriptyline,2.6520746609372904E-4
143,296,Undirected,705,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Methylphenidate,2.0142339196992077E-4
143,320,Undirected,706,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Meperidine,5.740566671142742E-4
143,323,Undirected,707,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Imipramine,0.0024674365516315295
143,379,Undirected,708,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Nortriptyline,0.0017825970189337989
143,382,Undirected,709,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Amoxapine,0.0022391567073989527
143,411,Undirected,710,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Mazindol,4.397744058009937E-4
143,510,Undirected,711,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Paroxetine,0.0017355982274741507
143,519,Undirected,712,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Trimipramine,0.0019437357325097354
143,600,Undirected,713,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Pseudoephedrine,0.0027460722438565864
143,656,Undirected,714,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Maprotiline,0.0013428226131328052
143,657,Undirected,715,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Diethylpropion,2.0142339196992077E-4
143,695,Undirected,716,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Dopamine,6.814824761648986E-4
143,779,Undirected,717,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Sertraline,4.397744058009937E-4
143,780,Undirected,718,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Sibutramine,4.397744058009937E-4
143,812,Undirected,719,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Nefazodone,0.002024305089297704
143,814,Undirected,720,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Desipramine,0.001980663354370888
143,818,Undirected,721,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Bupropion,2.55136296495233E-4
143,831,Undirected,722,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Orphenadrine,0.0011111857123673962
143,833,Undirected,723,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Escitalopram,0.0018967369410500872
143,890,Undirected,724,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Clomipramine,9.466899422586276E-4
143,1095,Undirected,725,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Milnacipran,0.0010910433731704042
143,1146,Undirected,726,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Mianserin,0.0019135222237142474
143,1163,Undirected,727,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Tapentadol,6.646971935007386E-4
143,1235,Undirected,728,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Desvenlafaxine,4.397744058009937E-4
143,1236,Undirected,729,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Dexmethylphenidate,4.397744058009937E-4
143,1477,Undirected,730,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Dosulepin,0.00206794682422452
143,1479,Undirected,731,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Viloxazine,6.714113065664026E-6
143,1489,Undirected,732,Sodium-dependent noradrenaline transporter***,,1.0,Reboxetine,Zotepine,0.0014468913656505975
182,184,Undirected,1799,Sodium-dependent noradrenaline transporter***,,1.0,Venlafaxine,Atomoxetine,9.198334899959715E-4
182,228,Undirected,1800,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Venlafaxine,Protriptyline,3.122062575533772E-4
182,296,Undirected,1801,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***,,2.0,Venlafaxine,Methylphenidate,2.450651268967369E-4
182,320,Undirected,1802,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***,,2.0,Venlafaxine,Meperidine,5.975560628440983E-4
182,323,Undirected,1803,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,3.0,Venlafaxine,Imipramine,0.0019269504498455755
182,332,Undirected,1804,Sodium-dependent serotonin transporter***,,1.0,Venlafaxine,Fluoxetine,8.526923593393312E-4
182,379,Undirected,1805,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Venlafaxine,Nortriptyline,0.0016449577010876862
182,382,Undirected,1806,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Venlafaxine,Amoxapine,0.001802739358130791
182,406,Undirected,1807,Sodium-dependent serotonin transporter***,,1.0,Venlafaxine,Fenfluramine,3.222774271518732E-4
182,411,Undirected,1808,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,3.0,Venlafaxine,Mazindol,6.714113065664026E-6
182,465,Undirected,1809,Sodium-dependent serotonin transporter***,,1.0,Venlafaxine,Trazodone,0.001305894991271653
182,469,Undirected,1810,Sodium-dependent serotonin transporter***,,1.0,Venlafaxine,Verapamil,0.0030179938230159797
182,510,Undirected,1811,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Venlafaxine,Paroxetine,0.0017456693970726467
182,515,Undirected,1812,Sodium-dependent dopamine transporter***,,1.0,Venlafaxine,Procaine,0.0048408755203437626
182,519,Undirected,1813,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,3.0,Venlafaxine,Trimipramine,0.0014905331005774136
182,530,Undirected,1814,Sodium-dependent dopamine transporter***,,1.0,Venlafaxine,Modafinil,5.404861017859541E-4
182,568,Undirected,1815,Sodium-dependent serotonin transporter***,,1.0,Venlafaxine,Minaprine,0.0018933798845172552
182,600,Undirected,1816,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,3.0,Venlafaxine,Pseudoephedrine,0.0022693702161944405
182,656,Undirected,1817,Sodium-dependent noradrenaline transporter***,,1.0,Venlafaxine,Maprotiline,0.0014267490264536055
182,657,Undirected,1818,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***,,2.0,Venlafaxine,Diethylpropion,2.450651268967369E-4
182,695,Undirected,1819,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Venlafaxine,Dopamine,5.43843158318786E-4
182,779,Undirected,1820,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,3.0,Venlafaxine,Sertraline,6.714113065664026E-6
182,780,Undirected,1821,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,3.0,Venlafaxine,Sibutramine,6.714113065664026E-6
182,812,Undirected,1822,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,3.0,Venlafaxine,Nefazodone,0.0015207466093729019
182,814,Undirected,1823,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Venlafaxine,Desipramine,0.0020108768631663756
182,818,Undirected,1824,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***,,2.0,Venlafaxine,Bupropion,2.853498052907211E-4
182,822,Undirected,1825,Sodium-dependent dopamine transporter***,,1.0,Venlafaxine,Chloroprocaine,5.20343762588962E-4
182,831,Undirected,1826,Sodium-dependent noradrenaline transporter***,,1.0,Venlafaxine,Orphenadrine,9.90331677185444E-4
182,833,Undirected,1827,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,3.0,Venlafaxine,Escitalopram,0.0014636766483147577
182,846,Undirected,1828,Sodium-dependent serotonin transporter***,,1.0,Venlafaxine,Dexfenfluramine,3.0213508795488115E-4
182,890,Undirected,1829,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Venlafaxine,Clomipramine,8.829058681348194E-4
182,1095,Undirected,1830,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Venlafaxine,Milnacipran,0.00100040284678394
182,1146,Undirected,1831,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Venlafaxine,Mianserin,0.0017188129448099906
182,1163,Undirected,1832,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Venlafaxine,Tapentadol,5.136296495232979E-4
182,1200,Undirected,1833,Sodium-dependent dopamine transporter***,,1.0,Venlafaxine,Armodafinil,5.136296495232979E-4
182,1225,Undirected,1834,Sodium-dependent serotonin transporter***,,1.0,Venlafaxine,Vilazodone,4.934873103263059E-4
182,1235,Undirected,1835,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,3.0,Venlafaxine,Desvenlafaxine,6.714113065664026E-6
182,1236,Undirected,1836,Sodium-dependent dopamine transporter***Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,3.0,Venlafaxine,Dexmethylphenidate,6.714113065664026E-6
182,1381,Undirected,1837,Sodium-dependent serotonin transporter***,,1.0,Venlafaxine,Butriptyline,0.001010474016382436
182,1410,Undirected,1838,Sodium-dependent serotonin transporter***,,1.0,Venlafaxine,Vortioxetine,8.023365113468511E-4
182,1477,Undirected,1839,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Venlafaxine,Dosulepin,0.0015308177789713979
182,1479,Undirected,1840,Sodium-dependent noradrenaline transporter***,,1.0,Venlafaxine,Viloxazine,4.397744058009937E-4
182,1489,Undirected,1841,Sodium-dependent noradrenaline transporter***Sodium-dependent serotonin transporter***,,2.0,Venlafaxine,Zotepine,0.001013831072915268
184,190,Undirected,1843,Kappa-type opioid receptor***,,1.0,Atomoxetine,Morphine,0.002655431717470122
184,206,Undirected,1844,Kappa-type opioid receptor***,,1.0,Atomoxetine,Codeine,0.002655431717470122
184,214,Undirected,1845,Kappa-type opioid receptor***,,1.0,Atomoxetine,Hydromorphone,0.002655431717470122
184,228,Undirected,1846,Sodium-dependent noradrenaline transporter***,,1.0,Atomoxetine,Protriptyline,8.258359070766752E-4
184,253,Undirected,1847,Kappa-type opioid receptor***,,1.0,Atomoxetine,Mirtazapine,0.001802739358130791
184,296,Undirected,1848,Sodium-dependent noradrenaline transporter***,,1.0,Atomoxetine,Methylphenidate,9.668322814556197E-4
184,320,Undirected,1849,Sodium-dependent noradrenaline transporter***,,1.0,Atomoxetine,Meperidine,6.143413455082583E-4
184,323,Undirected,1850,Sodium-dependent noradrenaline transporter***,,1.0,Atomoxetine,Imipramine,0.002289512555391433
